work_name_en,release_or_first_broadcast_date,location_text_from_category,source_category,work_wikidata_id,imdb_id,wikipedia_url,episode_timecode_start,episode_timecode_end,data_source,license
Hackers (film),,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Hackers_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hai Jawani Toh Ishq Hona Hai,,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/Hai_Jawani_Toh_Ishq_Hona_Hai,,,English Wikipedia category membership,CC BY-SA 4.0
Hai Jawani Toh Ishq Hona Hai,,Glasgow,Category:Films shot in Glasgow,,,https://en.wikipedia.org/wiki/Hai_Jawani_Toh_Ishq_Hona_Hai,,,English Wikipedia category membership,CC BY-SA 4.0
Hai-Tang,,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Hai-Tang,,,English Wikipedia category membership,CC BY-SA 4.0
Hail and Farewell (film),,Teddington Studios,Category:Films shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Hail_and_Farewell_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Half Light (film),,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/Half_Light_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Half Man (TV series),,Scotland,Category:Television shows shot in Scotland,,,https://en.wikipedia.org/wiki/Half_Man_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Half Moon Street (film),,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Half_Moon_Street_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Half a Sixpence (film),,East Sussex,Category:Films shot in East Sussex,,,https://en.wikipedia.org/wiki/Half_a_Sixpence_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Half a Sixpence (film),,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/Half_a_Sixpence_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Half a Truth,,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/Half_a_Truth,,,English Wikipedia category membership,CC BY-SA 4.0
Hallam Foe,,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/Hallam_Foe,,,English Wikipedia category membership,CC BY-SA 4.0
Hallam Foe,,Glasgow,Category:Films shot in Glasgow,,,https://en.wikipedia.org/wiki/Hallam_Foe,,,English Wikipedia category membership,CC BY-SA 4.0
Hallam Foe,,the Scottish Borders,Category:Films shot in the Scottish Borders,,,https://en.wikipedia.org/wiki/Hallam_Foe,,,English Wikipedia category membership,CC BY-SA 4.0
Hamlet (1948 film),1948,Denham Film Studios,Category:Films shot at Denham Film Studios,,,https://en.wikipedia.org/wiki/Hamlet_%281948_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hamlet (1990 film),1990,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/Hamlet_%281990_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hamlet (1990 film),1990,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Hamlet_%281990_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hamlet (1990 film),1990,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Hamlet_%281990_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hamlet (1996 film),1996,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Hamlet_%281996_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hamlet (2025 film),2025,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Hamlet_%282025_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hammerhead (film),,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Hammerhead_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hammerhead (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Hammerhead_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hammerhead (film),,MGM-British Studios,Category:Films shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/Hammerhead_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hamnet (film),,Elstree Film Studios,Category:Films shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Hamnet_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hamnet (film),,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/Hamnet_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hancock (1963 TV series),1963,ATV Elstree Studios,Category:Television shows shot at ATV Elstree Studios,,,https://en.wikipedia.org/wiki/Hancock_%281963_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hand in Hand (1961 film),1961,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Hand_in_Hand_%281961_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Handle with Care (1935 film),1935,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Handle_with_Care_%281935_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hands of the Ripper,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Hands_of_the_Ripper,,,English Wikipedia category membership,CC BY-SA 4.0
Hangar 17,,BBC Elstree Centre,Category:Television shows shot at BBC Elstree Centre,,,https://en.wikipedia.org/wiki/Hangar_17,,,English Wikipedia category membership,CC BY-SA 4.0
Hanna (TV series),,the United Kingdom,Category:Television shows shot in the United Kingdom,,,https://en.wikipedia.org/wiki/Hanna_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hannah Gadsby's Gender Agenda,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Hannah_Gadsby%27s_Gender_Agenda,,,English Wikipedia category membership,CC BY-SA 4.0
Hanover Street (film),,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Hanover_Street_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Happidrome (film),,Riverside Studios,Category:Films shot at Riverside Studios,,,https://en.wikipedia.org/wiki/Happidrome_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Happily Ever After (1961 TV series),1961,Teddington Studios,Category:Television shows shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Happily_Ever_After_%281961_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Happy (1933 film),1933,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Happy_%281933_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Happy Ever After (1954 film),1954,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Happy_Ever_After_%281954_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Happy Ever After (1954 film),1954,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/Happy_Ever_After_%281954_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Happy Go Lovely,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Happy_Go_Lovely,,,English Wikipedia category membership,CC BY-SA 4.0
Happy Go Lovely,,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/Happy_Go_Lovely,,,English Wikipedia category membership,CC BY-SA 4.0
Happy Hardy and Heer,,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/Happy_Hardy_and_Heer,,,English Wikipedia category membership,CC BY-SA 4.0
Happy Hardy and Heer,,Glasgow,Category:Films shot in Glasgow,,,https://en.wikipedia.org/wiki/Happy_Hardy_and_Heer,,,English Wikipedia category membership,CC BY-SA 4.0
Happy Hardy and Heer,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Happy_Hardy_and_Heer,,,English Wikipedia category membership,CC BY-SA 4.0
Happy Valley (TV series),,Yorkshire,Category:Television shows shot in Yorkshire,,,https://en.wikipedia.org/wiki/Happy_Valley_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Hard Cell,,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Hard_Cell,,,English Wikipedia category membership,CC BY-SA 4.0
Hardware (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Hardware_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harichandra (1998 film),1998,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Harichandra_%281998_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harmony Heaven,,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Harmony_Heaven,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Brown (film),,Elstree Film Studios,Category:Films shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Harry_Brown_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Brown (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Harry_Brown_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Hill's TV Burp,,Teddington Studios,Category:Television shows shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Harry_Hill%27s_TV_Burp,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,County Durham,Category:Films shot in County Durham,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,Gloucestershire,Category:Films shot in Gloucestershire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,Highland (council area),Category:Films shot in Highland (council area),,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,North Yorkshire,Category:Films shot in North Yorkshire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,Northumberland,Category:Films shot in Northumberland,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,Oxfordshire,Category:Films shot in Oxfordshire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,Warner Bros. Studios Leavesden,Category:Films shot at Warner Bros. Studios Leavesden,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Chamber of Secrets (film),,Wiltshire,Category:Films shot in Wiltshire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 1,,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 1,,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 1,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 1,,Merseyside,Category:Films shot in Merseyside,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 1,,North Yorkshire,Category:Films shot in North Yorkshire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 1,,Pembrokeshire,Category:Films shot in Pembrokeshire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 1,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 1,,Suffolk,Category:Films shot in Suffolk,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 2,,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_2,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 2,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_2,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 2,,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_2,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 2,,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_2,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Deathly Hallows – Part 2,,Warner Bros. Studios Leavesden,Category:Films shot at Warner Bros. Studios Leavesden,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_2,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Goblet of Fire (film),,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Goblet_of_Fire_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Goblet of Fire (film),,Warner Bros. Studios Leavesden,Category:Films shot at Warner Bros. Studios Leavesden,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Goblet_of_Fire_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Half-Blood Prince (film),,Gloucestershire,Category:Films shot in Gloucestershire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Half-Blood Prince (film),,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Harry Potter and the Half-Blood Prince (film),,Highland (council area),Category:Films shot in Highland (council area),,,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
